id,category,sub-category,district,circle,village,latitude,longitude,How many times did you go to the farm land until it was open and accesible?,What is the type of the road available to the farm land?,How much distance should one travel from the farm land to avail public transport facility? (Approx in K.M),What is the type of the mobile network available at the farm land?,What are different Mobile network service providers available at the location of the farm land?,What is the type of structure of the farm land?,What is the type of security available for the farm land?,How many are employed in the farm land?,Where do you get water for operational purposes for the farm land?,How do you deal with the agricultural waste generated from the farm land?,Are the premises of farm land cleaned with disinfectant regularly?,How frequently are the premises at the farm land cleaned with disinfectant in a week?,Do you have grid connection for energy supply for the farm land?,How many hours per day are you facing power cuts in the farm land?,What is the alternative energy source available for the farm land?,How many hours do you rely on the alternative energy source in a day for the farm land?,How do you maintain records for operations of the farm land?,What are the areas the farm land gets support from government agencies (not for your customers)?,Do you get any support from NGO(s) for the farm land?,Are you using digital technologies that can be used in the farm land?,Where do you procure inputs required for the farm land?,What are different chemical inputs used in the farm land?,What is the type of covering material used in the farm land?,What is the water source used for irrigation mechanism?,What is the type of irrigation mechanism used in the farm land?,How does the farm land advertise about the services available?,What is the average operational cost per month to run the farm land?(Excluding Salary of the Employees),How much amount of products are produced in the farm land in a year?(In K.G),What is the average cost per K.G of the products produced from the farm land?(In Rupees),Which type of customers purchase the products produced in the farm land?,How does the customers transport the goods produced from the farm land?,access,road_connectivity,public_transport,mobile_connectivity,accessibility,building_type,security,infrastructure,observation,staff,employability,water_for_operational_purposes,water,waste_management,general_cleanliness,sanitation,electricity,energy,alternate_energy,mobile,communication,records,record_maintenance,support,govt_support,ngo_support,awareness,digital_technologies,general,procurement,chemical_inputs,inputs,covering_material,water_source,type,irrigation,advertisement,marketing,operational_cost,operations,quantity,cost,products,customers,transport_of_goods,logistics,specific,overall score
1750,Agriculture,Farm land,Changlang,Changlang,Changlang (CT),27.13482,95.74435,1.0,0.5,0.5,1.0,0.6667,0.0,0.3333,0.1333,0.3333,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.3333,0.0,0.25,0.125,0.125,0.2,0.15,0.5,0.2222,0.0769,100.0,50.0,50.0,100.0,75.0,0.0,33.3333,0.0,63.3333,13.3333,13.3333,33.3333,33.3333,40.0,0.0,40.0,0.0,0.0,0.0,66.6667,66.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,19.2917,33.3333,33.3333,33.3333,0.0,25.0,22.2222,18.75,12.5,12.5,20.0,20.0,15.0,50.0,32.5,22.2222,7.6923,7.6923,20.4915,32.9841
1894,Agriculture,Farm land,Lower Subansiri,Yachuli,Toon,27.464129999999997,93.77543,1.0,0.25,0.5,0.6667,0.5,0.0,0.0,0.0667,0.2222,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.25,0.3333,0.02,0.5,0.1111,0.0769,100.0,25.0,50.0,66.6667,60.8333,0.0,0.0,0.0,48.6667,6.6667,6.6667,22.2222,22.2222,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,10.7361,0.0,0.0,0.0,0.0,25.0,11.1111,18.75,25.0,25.0,33.3333,33.3333,2.0,50.0,26.0,11.1111,7.6923,7.6923,16.6137,24.4663
1896,Agriculture,Farm land,Lower Subansiri,Yachuli,Toon,27.46365,93.77549,1.0,0.25,0.25,0.6667,0.5,0.0,0.3333,0.1333,0.2222,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.125,1.0,0.5,0.5,0.0,0.3077,100.0,25.0,25.0,66.6667,55.8333,0.0,33.3333,0.0,48.0,13.3333,13.3333,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,15.4028,0.0,0.0,0.0,0.0,25.0,0.0,25.0,12.5,12.5,100.0,100.0,50.0,50.0,50.0,0.0,30.7692,30.7692,27.4519,30.0016
1897,Agriculture,Farm land,Lower Subansiri,Yachuli,Toon,27.461129999999997,93.77101,1.0,0.25,0.5,0.6667,0.5,0.0,0.0,0.3333,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.125,0.6667,1.0,0.5,0.1111,0.1538,100.0,25.0,50.0,66.6667,60.8333,0.0,0.0,0.0,48.6667,33.3333,33.3333,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,15.1806,0.0,0.0,0.0,0.0,25.0,11.1111,18.75,12.5,12.5,66.6667,66.6667,100.0,50.0,75.0,11.1111,15.3846,15.3846,26.1912,29.6307
1898,Agriculture,Farm land,Lower Subansiri,Yachuli,Toon,27.458309999999997,93.77803,1.0,0.25,0.0,0.6667,0.5,0.0,0.0,0.1333,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.125,1.0,0.6,0.5,0.1111,0.0769,100.0,25.0,0.0,66.6667,50.8333,0.0,0.0,0.0,40.6667,13.3333,13.3333,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,13.1806,0.0,0.0,0.0,0.0,25.0,11.1111,18.75,12.5,12.5,100.0,100.0,60.0,50.0,55.0,11.1111,7.6923,7.6923,25.7553,26.4563
1899,Agriculture,Farm land,Lower Subansiri,Yachuli,Toon,27.4583,93.77793,1.0,0.25,0.0,0.6667,0.5,0.0,0.0,0.3333,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.125,1.0,1.0,0.5,0.0,0.1538,100.0,25.0,0.0,66.6667,50.8333,0.0,0.0,0.0,40.6667,33.3333,33.3333,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,15.1806,0.0,0.0,0.0,0.0,25.0,0.0,18.75,12.5,12.5,100.0,100.0,100.0,50.0,75.0,0.0,15.3846,15.3846,28.4135,28.1196
1900,Agriculture,Farm land,Lower Subansiri,Yachuli,Toon,27.46258,93.77043,1.0,0.25,0.75,0.6667,0.5,0.0,0.0,0.0667,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.125,0.1333,1.0,0.5,0.0,0.1538,100.0,25.0,75.0,66.6667,65.8333,0.0,0.0,0.0,52.6667,6.6667,6.6667,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,12.5139,0.0,0.0,0.0,0.0,25.0,0.0,18.75,12.5,12.5,13.3333,13.3333,100.0,50.0,75.0,0.0,15.3846,15.3846,19.7468,27.4529
1901,Agriculture,Farm land,Lower Subansiri,Yachuli,Toon,27.45885,93.77648,1.0,0.25,0.0,0.6667,0.5,0.0,0.0,0.0667,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.125,1.0,0.1,0.5,0.0,0.0769,100.0,25.0,0.0,66.6667,50.8333,0.0,0.0,0.0,40.6667,6.6667,6.6667,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,12.5139,0.0,0.0,0.0,0.0,25.0,0.0,18.75,12.5,12.5,100.0,100.0,10.0,50.0,30.0,0.0,7.6923,7.6923,20.8942,24.3119
2074,Agriculture,Farm land,Lower Subansiri,Ziro,Hong,27.51497,93.83908000000001,1.0,0.5,0.0,0.3333,0.3333,0.0,0.3333,0.6,0.3333,0.4,1.0,0.0,1.0,0.8,0.0,0.0,0.125,0.3333,0.0,0.0,0.3333,0.0,0.0,0.125,0.125,0.125,0.0001,0.05,0.5,0.3333,0.4615,100.0,50.0,0.0,33.3333,51.6667,0.0,33.3333,0.0,44.6667,60.0,60.0,33.3333,33.3333,40.0,0.0,40.0,90.0,90.0,0.0,33.3333,33.3333,12.5,12.5,0.0,33.3333,0.0,0.0,0.0,32.9583,33.3333,0.0,16.6667,0.0,12.5,33.3333,12.5,12.5,12.5,0.0067,0.0067,5.0,50.0,27.5,33.3333,46.1538,46.1538,18.9494,30.8673
2357,Agriculture,Farm land,Papumpare,Doimukh,Mani,27.17767000000001,93.77190999999999,1.0,1.0,0.75,0.6667,0.6667,0.0,0.3333,0.1333,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.125,0.125,0.6667,1.0,1.0,0.2222,0.3077,100.0,100.0,75.0,66.6667,88.3333,0.0,33.3333,25.0,74.0,13.3333,13.3333,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,66.6667,66.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,14.8472,0.0,0.0,0.0,25.0,25.0,22.2222,18.75,12.5,12.5,66.6667,66.6667,100.0,100.0,100.0,22.2222,30.7692,30.7692,33.8408,40.1905
2371,Agriculture,Farm land,Namsai,Namsai,Kaisu L/C,27.660859999999996,95.99221,1.0,1.0,0.875,0.5,0.5,0.0,0.0,1.0,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0667,1.0,0.5,0.1111,0.1538,100.0,100.0,87.5,50.0,87.5,0.0,0.0,0.0,70.0,100.0,100.0,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,21.8472,0.0,0.0,0.0,0.0,25.0,11.1111,25.0,25.0,25.0,6.6667,6.6667,100.0,50.0,75.0,11.1111,15.3846,15.3846,23.3162,36.8807
2486,Agriculture,Farm land,Changlang,Changlang,Changlang (CT),27.13642,95.7477,1.0,0.5,0.0,1.0,0.6667,0.0,0.3333,0.0667,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.1667,0.0,0.0,0.25,0.125,0.125,0.2667,1.0,0.5,0.0,0.4615,100.0,50.0,0.0,100.0,65.0,0.0,33.3333,0.0,55.3333,6.6667,6.6667,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,66.6667,66.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,14.1806,16.6667,0.0,8.3333,0.0,25.0,0.0,18.75,12.5,12.5,26.6667,26.6667,100.0,50.0,75.0,0.0,46.1538,46.1538,25.4071,31.017
2886,Agriculture,Farm land,West Kameng,Shergaon,Shergaon,27.13072,92.27126,1.0,0.5,0.0,0.8333,0.3333,0.0,0.3333,0.3333,0.3333,0.4,0.0,0.0,1.0,0.2,0.0,0.0,0.125,0.0556,0.0,0.0,0.1667,0.0,0.0,0.25,0.125,0.125,0.6667,1.0,0.5,0.1111,0.0769,100.0,50.0,0.0,83.3333,61.6667,0.0,33.3333,0.0,52.6667,33.3333,33.3333,33.3333,33.3333,40.0,0.0,40.0,60.0,60.0,0.0,33.3333,33.3333,12.5,12.5,0.0,5.5556,0.0,0.0,0.0,24.5139,16.6667,0.0,8.3333,0.0,25.0,11.1111,18.75,12.5,12.5,66.6667,66.6667,100.0,50.0,75.0,11.1111,7.6923,7.6923,26.672,33.823
669,Agriculture,Farm land,Lohit,Tezu,Laboliang,27.98445,96.17576,1.0,0.5,0.75,1.0,0.6667,0.0,0.0,0.0,0.3333,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.125,0.1667,0.0,0.0,0.3333,0.3333,0.25,0.125,0.125,0.25,0.002,0.01,0.5,0.6667,0.0769,100.0,50.0,75.0,100.0,80.0,0.0,0.0,25.0,64.0,0.0,0.0,33.3333,33.3333,40.0,0.0,40.0,50.0,50.0,0.0,66.6667,66.6667,12.5,12.5,0.0,16.6667,0.0,0.0,0.0,24.625,33.3333,33.3333,33.3333,25.0,12.5,66.6667,12.5,25.0,25.0,0.2,0.2,1.0,50.0,25.5,66.6667,7.6923,7.6923,23.7809,36.0999
792,Agriculture,Farm land,Lohit,Tezu,Laboliang,27.98423,96.18568,1.0,1.0,1.0,1.0,0.6667,0.0,0.3333,0.1333,0.3333,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.125,0.3333,0.0,0.0,0.1667,0.0,0.0,0.125,0.125,0.25,1.0,0.01,0.5,0.1111,0.0769,100.0,100.0,100.0,100.0,100.0,0.0,33.3333,0.0,83.3333,13.3333,13.3333,33.3333,33.3333,40.0,0.0,40.0,50.0,50.0,0.0,66.6667,66.6667,12.5,12.5,0.0,33.3333,0.0,0.0,0.0,27.625,16.6667,0.0,8.3333,0.0,12.5,11.1111,12.5,25.0,25.0,100.0,100.0,1.0,50.0,25.5,11.1111,7.6923,7.6923,23.2053,42.5696
828,Agriculture,Farm land,Changlang,Changlang,Changlang (CT),27.13239,95.744,1.0,0.75,0.25,1.0,0.6667,0.0,0.0,0.1333,0.2222,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.1667,0.0,0.0,0.25,0.25,0.125,0.2,0.0,0.5,0.1111,0.1538,100.0,75.0,25.0,100.0,77.5,0.0,0.0,0.0,62.0,13.3333,13.3333,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,66.6667,66.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,17.0694,16.6667,0.0,8.3333,0.0,25.0,11.1111,25.0,12.5,12.5,20.0,20.0,0.0,50.0,25.0,11.1111,15.3846,15.3846,16.5246,30.3307
837,Agriculture,Farm land,Changlang,Changlang,Changlang (CT),27.13185,95.74514,1.0,0.5,0.25,1.0,0.6667,0.0,0.0,0.6667,0.2222,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.1667,0.3333,0.0,0.25,0.25,0.125,0.0,0.0,0.5,0.1111,0.1538,100.0,50.0,25.0,100.0,70.0,0.0,0.0,0.0,56.0,66.6667,66.6667,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,66.6667,66.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,22.4028,16.6667,33.3333,25.0,0.0,25.0,11.1111,25.0,12.5,12.5,0.0,0.0,0.0,50.0,25.0,11.1111,15.3846,15.3846,17.0246,30.3307
846,Agriculture,Farm land,Lower Subansiri,Yachuli,Jara,27.52484,93.76753000000001,1.0,0.25,0.875,0.6667,0.5,0.0,0.0,0.0667,0.2222,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.25,0.125,0.375,0.1667,0.0,0.5,0.4444,0.2308,100.0,25.0,87.5,66.6667,68.3333,0.0,0.0,0.0,54.6667,6.6667,6.6667,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,14.7361,33.3333,0.0,16.6667,0.0,25.0,44.4444,18.75,37.5,37.5,16.6667,16.6667,0.0,50.0,25.0,44.4444,23.0769,23.0769,24.0438,30.4384
853,Agriculture,Farm land,Lower Subansiri,Yachuli,Jara,27.52649000000001,93.76914000000001,1.0,1.0,1.0,0.6667,0.5,0.0,0.0,0.0667,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.125,0.125,0.0,0.0,0.5,0.3333,0.4615,100.0,100.0,100.0,66.6667,93.3333,0.0,0.0,25.0,74.6667,6.6667,6.6667,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,12.5139,0.0,0.0,0.0,25.0,25.0,33.3333,18.75,12.5,12.5,0.0,0.0,0.0,50.0,25.0,33.3333,46.1538,46.1538,18.5737,33.5837
905,Agriculture,Farm land,Changlang,Changlang,Ngaichang,27.11986,95.73205,1.0,0.5,0.0,0.6667,0.6667,0.0,0.0,0.0,0.3333,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.25,0.125,0.125,0.125,0.0,0.0,0.5,0.1111,0.6154,100.0,50.0,0.0,66.6667,58.3333,0.0,0.0,25.0,46.6667,0.0,0.0,33.3333,33.3333,40.0,0.0,40.0,0.0,0.0,0.0,66.6667,66.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,17.9583,33.3333,0.0,16.6667,25.0,12.5,11.1111,12.5,12.5,12.5,0.0,0.0,0.0,50.0,25.0,11.1111,61.5385,61.5385,19.14,27.0435
1121,Agriculture,Farm land,Lower Subansiri,Yachuli,Yoglo,27.520020000000002,93.68224000000001,1.0,0.5,0.0,0.1667,0.1667,0.0,0.3333,0.0667,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.25,0.125,0.125,0.0,0.0,0.5,0.0,0.0769,100.0,50.0,0.0,16.6667,48.3333,0.0,33.3333,0.0,42.0,6.6667,6.6667,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,16.6667,16.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,9.1806,33.3333,0.0,16.6667,0.0,25.0,0.0,18.75,12.5,12.5,0.0,0.0,0.0,50.0,25.0,0.0,7.6923,7.6923,12.6442,20.4119
1129,Agriculture,Farm land,Lower Subansiri,Yachuli,Yoglo,27.52184,93.7072,1.0,0.5,0.95,0.3333,0.1667,0.0,0.0,0.0667,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.25,0.125,0.125,0.0,0.0,0.5,0.0,0.0769,100.0,50.0,95.0,33.3333,70.6667,0.0,0.0,0.0,56.5333,6.6667,6.6667,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,16.6667,16.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,9.1806,33.3333,0.0,16.6667,0.0,25.0,0.0,18.75,12.5,12.5,0.0,0.0,0.0,50.0,25.0,0.0,7.6923,7.6923,12.6442,24.7719
1130,Agriculture,Farm land,Lower Subansiri,Yachuli,Yoglo,27.52205,93.70715,1.0,0.5,0.95,0.3333,0.1667,0.0,0.0,0.0667,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.25,0.125,0.125,0.0,0.0,0.5,0.0,0.0769,100.0,50.0,95.0,33.3333,70.6667,0.0,0.0,0.0,56.5333,6.6667,6.6667,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,16.6667,16.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,9.1806,33.3333,0.0,16.6667,0.0,25.0,0.0,18.75,12.5,12.5,0.0,0.0,0.0,50.0,25.0,0.0,7.6923,7.6923,12.6442,24.7719
1131,Agriculture,Farm land,Lower Subansiri,Yachuli,Yoglo,27.519209999999998,93.70576,1.0,0.5,0.975,0.1667,0.1667,0.0,0.0,0.0667,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.25,0.125,0.125,0.0,0.0,0.5,0.1111,0.0769,100.0,50.0,97.5,16.6667,67.8333,0.0,0.0,0.0,54.2667,6.6667,6.6667,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,16.6667,16.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,9.1806,33.3333,0.0,16.6667,0.0,25.0,11.1111,18.75,12.5,12.5,0.0,0.0,0.0,50.0,25.0,11.1111,7.6923,7.6923,13.7553,24.5363
1132,Agriculture,Farm land,Lower Subansiri,Yachuli,Yoglo,27.51571,93.7029,1.0,0.5,0.975,0.1667,0.1667,0.0,0.0,0.0667,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.25,0.125,0.125,0.0,0.0,0.5,0.1111,0.0769,100.0,50.0,97.5,16.6667,67.8333,0.0,0.0,0.0,54.2667,6.6667,6.6667,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,16.6667,16.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,9.1806,33.3333,0.0,16.6667,0.0,25.0,11.1111,18.75,12.5,12.5,0.0,0.0,0.0,50.0,25.0,11.1111,7.6923,7.6923,13.7553,24.5363
1134,Agriculture,Farm land,Lower Subansiri,Yachuli,Yoglo,27.51618,93.70349,1.0,0.5,0.975,0.1667,0.1667,0.0,0.0,0.0667,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.25,0.125,0.125,0.0,0.0,0.5,0.1111,0.0769,100.0,50.0,97.5,16.6667,67.8333,0.0,0.0,0.0,54.2667,6.6667,6.6667,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,16.6667,16.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,9.1806,33.3333,0.0,16.6667,0.0,25.0,11.1111,18.75,12.5,12.5,0.0,0.0,0.0,50.0,25.0,11.1111,7.6923,7.6923,13.7553,24.5363
1136,Agriculture,Farm land,Lower Subansiri,Yachuli,Yoglo,27.516579999999998,93.70236,0.0,0.5,0.975,0.1667,0.1667,0.0,0.0,0.0667,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.25,0.125,0.125,0.0,0.0,0.5,0.1111,0.0769,0.0,50.0,97.5,16.6667,37.8333,0.0,0.0,0.0,30.2667,6.6667,6.6667,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,16.6667,16.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,9.1806,33.3333,0.0,16.6667,0.0,25.0,11.1111,18.75,12.5,12.5,0.0,0.0,0.0,50.0,25.0,11.1111,7.6923,7.6923,13.7553,17.3363
1137,Agriculture,Farm land,Lower Subansiri,Yachuli,Yoglo,27.51655,93.70276,0.0,0.5,0.975,0.1667,0.1667,0.0,0.0,0.0667,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.25,0.125,0.125,0.0,0.0,0.5,0.1111,0.0769,0.0,50.0,97.5,16.6667,37.8333,0.0,0.0,0.0,30.2667,6.6667,6.6667,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,16.6667,16.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,9.1806,33.3333,0.0,16.6667,0.0,25.0,11.1111,18.75,12.5,12.5,0.0,0.0,0.0,50.0,25.0,11.1111,7.6923,7.6923,13.7553,17.3363
1141,Agriculture,Farm land,Lower Subansiri,Yachuli,Yoglo,27.515629999999998,93.70336,1.0,0.5,0.875,0.1667,0.1667,0.0,0.0,0.1333,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.25,0.125,0.125,0.0,0.0,0.5,0.1111,0.0769,100.0,50.0,87.5,16.6667,65.8333,0.0,0.0,0.0,52.6667,13.3333,13.3333,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,16.6667,16.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,9.8472,33.3333,0.0,16.6667,0.0,25.0,11.1111,18.75,12.5,12.5,0.0,0.0,0.0,50.0,25.0,11.1111,7.6923,7.6923,13.7553,24.2563
1143,Agriculture,Farm land,Lower Subansiri,Yachuli,Yoglo,27.51737,93.70394,1.0,0.5,0.95,0.1667,0.1667,0.0,0.0,0.0667,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.25,0.125,0.125,0.0,0.0,0.5,0.1111,0.0769,100.0,50.0,95.0,16.6667,67.3333,0.0,0.0,0.0,53.8667,6.6667,6.6667,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,16.6667,16.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,9.1806,33.3333,0.0,16.6667,0.0,25.0,11.1111,18.75,12.5,12.5,0.0,0.0,0.0,50.0,25.0,11.1111,7.6923,7.6923,13.7553,24.4163
1145,Agriculture,Farm land,Lower Subansiri,Yachuli,Yoglo,27.516840000000002,93.70398,1.0,0.5,0.95,0.1667,0.1667,0.0,0.0,0.0667,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.25,0.125,0.125,0.0,0.0,0.5,0.1111,0.0769,100.0,50.0,95.0,16.6667,67.3333,0.0,0.0,0.0,53.8667,6.6667,6.6667,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,16.6667,16.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,9.1806,33.3333,0.0,16.6667,0.0,25.0,11.1111,18.75,12.5,12.5,0.0,0.0,0.0,50.0,25.0,11.1111,7.6923,7.6923,13.7553,24.4163
1146,Agriculture,Farm land,Lower Subansiri,Yachuli,Yoglo,27.517220000000002,93.70416,1.0,0.5,0.95,0.1667,0.1667,0.0,0.0,0.0667,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.25,0.125,0.125,0.0,0.0,0.5,0.1111,0.0769,100.0,50.0,95.0,16.6667,67.3333,0.0,0.0,0.0,53.8667,6.6667,6.6667,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,16.6667,16.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,9.1806,33.3333,0.0,16.6667,0.0,25.0,11.1111,18.75,12.5,12.5,0.0,0.0,0.0,50.0,25.0,11.1111,7.6923,7.6923,13.7553,24.4163
1148,Agriculture,Farm land,Lower Subansiri,Yachuli,Yoglo,27.5177,93.70432,1.0,0.5,0.95,0.1667,0.1667,0.0,0.0,0.0667,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.25,0.125,0.125,0.0,0.0,0.5,0.1111,0.0769,100.0,50.0,95.0,16.6667,67.3333,0.0,0.0,0.0,53.8667,6.6667,6.6667,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,16.6667,16.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,9.1806,33.3333,0.0,16.6667,0.0,25.0,11.1111,18.75,12.5,12.5,0.0,0.0,0.0,50.0,25.0,11.1111,7.6923,7.6923,13.7553,24.4163
1150,Agriculture,Farm land,Lower Subansiri,Yachuli,Yoglo,27.518259999999998,93.70472,1.0,0.5,0.95,0.1667,0.1667,0.0,0.0,0.0667,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.25,0.125,0.125,0.0,0.0,0.5,0.1111,0.0769,100.0,50.0,95.0,16.6667,67.3333,0.0,0.0,0.0,53.8667,6.6667,6.6667,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,16.6667,16.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,9.1806,33.3333,0.0,16.6667,0.0,25.0,11.1111,18.75,12.5,12.5,0.0,0.0,0.0,50.0,25.0,11.1111,7.6923,7.6923,13.7553,24.4163
