id,category,sub-category,district,circle,village,latitude,longitude,What is the type of the road available to the asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location?,Does this electricity pole also have telephone lines ?,What is the electricity pole made of ?,What is the frequency of maintenance or safety audit ?,Are the wires insulated ?
2712,Energy & ICT,Electricity Pole,Tawang,Mukto,Mukto,27.54477,91.91313,pakka road,4g unreliable,vodafone#bsnl#airtel,no,steel,irregular,no
2713,Energy & ICT,Electricity Pole,Tawang,Mukto,Mukto,27.5459,91.91065,pakka road,4g unreliable,vodafone#bsnl#airtel,no,steel,yearly,no
2714,Energy & ICT,Electricity Pole,Tawang,Mukto,Mukto,27.54605,91.91037,pakka road,4g unreliable,vodafone#bsnl#airtel,no,steel,yearly,no
2719,Energy & ICT,Electricity Pole,Tawang,Mukto,Mukto,27.54658,91.90878,footway,4g unreliable,vodafone#bsnl#airtel,no,steel,yearly,no
2721,Energy & ICT,Electricity Pole,Tawang,Mukto,Mukto,27.54689,91.92676,pakka road,4g unreliable,vodafone#bsnl#airtel,no,steel,yearly,no
2722,Energy & ICT,Electricity Pole,Tawang,Mukto,Mukto,27.54686,91.92718,pakka road,4g unreliable,vodafone#bsnl#airtel,no,steel,yearly,no
2723,Energy & ICT,Electricity Pole,Tawang,Mukto,Mukto,27.54699,91.90692,footway,4g unreliable,vodafone#idea#bsnl,no,steel,yearly,no
2724,Energy & ICT,Electricity Pole,Tawang,Mukto,Mukto,27.5472,91.90732,footway,4g unreliable,vodafone#bsnl#airtel,no,steel,yearly,no
2725,Energy & ICT,Electricity Pole,Tawang,Mukto,Mukto,27.54698,91.90702,footway,4g unreliable,vodafone#bsnl#airtel,no,steel,yearly,no
2726,Energy & ICT,Electricity Pole,Tawang,Mukto,Mukto,27.54622,91.90661,footway,4g unreliable,vodafone#bsnl#airtel,no,steel,yearly,no
2727,Energy & ICT,Electricity Pole,Changlang,Changlang,Old Changlang,27.14145,95.74261,pakka road with block point,4g reliable,vodafone#bsnl#jio#airtel,no,steel,irregular,no
2729,Energy & ICT,Electricity Pole,Changlang,Changlang,Old Changlang,27.14148,95.74187,pakka road with block point,4g reliable,vodafone#bsnl#jio#airtel,no,steel,irregular,no
2733,Energy & ICT,Electricity Pole,Tawang,Mukto,Mukto,27.54666,91.90676,footway,4g unreliable,vodafone#bsnl#airtel,no,steel,yearly,no
2737,Energy & ICT,Electricity Pole,Tawang,Mukto,Gomkelling,27.55012,91.92927,footway,4g unreliable,vodafone#bsnl#airtel,no,steel,irregular,no
2739,Energy & ICT,Electricity Pole,Tawang,Mukto,Gomkelling,27.55062,91.92977,footway,4g unreliable,vodafone#bsnl#airtel,no,steel,irregular,no
2740,Energy & ICT,Electricity Pole,Tawang,Mukto,Gomkelling,27.55093,91.92989,footway,4g unreliable,vodafone#bsnl#airtel,no,steel,irregular,no
2742,Energy & ICT,Electricity Pole,Tawang,Mukto,Gomkelling,27.55076,91.92855,footway,4g unreliable,vodafone#airtel#bsnl,no,steel,irregular,no
2744,Energy & ICT,Electricity Pole,Tawang,Mukto,Gomkelling,27.55062,91.9282,footway,4g unreliable,vodafone#bsnl#airtel,no,steel,irregular,no
2746,Energy & ICT,Electricity Pole,Tawang,Mukto,Gomkelling,27.55135,91.92827,footway,4g unreliable,vodafone#bsnl#airtel,no,steel,irregular,no
2747,Energy & ICT,Electricity Pole,Tawang,Mukto,Gomkelling,27.55102,91.92834,footway,4g unreliable,vodafone#bsnl#airtel,no,steel,irregular,no
2748,Energy & ICT,Electricity Pole,Tawang,Mukto,Gomkelling,27.55153,91.9285,footway,4g unreliable,airtel#bsnl#vodafone,no,steel,irregular,no
2750,Energy & ICT,Electricity Pole,Tawang,Mukto,Gomkelling,27.55268,91.92832,footway,4g unreliable,vodafone#bsnl#airtel,no,steel,irregular,no
2751,Energy & ICT,Electricity Pole,Tawang,Mukto,Mukto,27.54916,91.92936,footway,4g unreliable,vodafone#bsnl#airtel,no,steel,irregular,no
2752,Energy & ICT,Electricity Pole,Tawang,Mukto,Gomkhelling,27.55211,91.92885,footway,4g unreliable,vodafone#bsnl#airtel,no,steel,irregular,no
2753,Energy & ICT,Electricity Pole,Tawang,Mukto,Gomkelling,27.55222,91.92856,footway,4g unreliable,vodafone#bsnl#airtel,no,steel,irregular,no
2754,Energy & ICT,Electricity Pole,Tawang,Mukto,Mukto,27.546640000000004,91.92566,pakka road,4g unreliable,vodafone#bsnl#airtel,no,steel,irregular,no
2756,Energy & ICT,Electricity Pole,Tawang,Mukto,Mukto,27.546840000000003,91.9082,footway,4g unreliable,vodafone#bsnl#airtel,no,steel,yearly,no
2758,Energy & ICT,Electricity Pole,Changlang,Changlang,Old Changlang,27.14151,95.74201,pakka road with block point,4g reliable,vodafone#bsnl#jio#airtel,no,steel,irregular,no
2772,Energy & ICT,Electricity Pole,Tawang,Mukto,Mukto,27.54537,91.92638,footway,4g unreliable,vodafone#bsnl#airtel,no,steel,irregular,no
2773,Energy & ICT,Electricity Pole,Tawang,Mukto,Mukto,27.54537,91.92725,footway,4g unreliable,vodafone#bsnl#airtel,no,steel,irregular,no
2774,Energy & ICT,Electricity Pole,Tawang,Mukto,Mukto,27.54548,91.92731,footway,4g unreliable,vodafone#bsnl#airtel,no,steel,irregular,no
2775,Energy & ICT,Electricity Pole,Tawang,Mukto,Mukto,27.54508,91.92756,footway,4g unreliable,vodafone#bsnl#airtel,no,steel,irregular,no
2776,Energy & ICT,Electricity Pole,Tawang,Mukto,Mukto,27.54426,91.92792,pakka road,4g unreliable,vodafone#bsnl#airtel,no,steel,irregular,no
2777,Energy & ICT,Electricity Pole,Tawang,Mukto,Mukto,27.54528,91.92577,footway,4g unreliable,vodafone#bsnl#airtel,no,steel,irregular,no
2781,Energy & ICT,Electricity Pole,Changlang,Changlang,Old Changlang,27.14355,95.7395,kacha road with block point,4g reliable,vodafone#bsnl#jio#airtel,no,rail,irregular,no
2786,Energy & ICT,Electricity Pole,West Kameng,Dirang,Dirang,27.34625,92.26522,pakka road,4g unreliable,vodafone#airtel,no,steel,yearly,yes
2805,Energy & ICT,Electricity Pole,West Kameng,Dirang,Dirang,27.34357,92.2692,pakka road,4g unreliable,bsnl#vodafone#airtel,no,steel,irregular,yes
2806,Energy & ICT,Electricity Pole,West Kameng,Dirang,Dirang,26.47721,92.6448,pakka road,4g unreliable,vodafone#bsnl#airtel,no,steel,irregular,yes
2807,Energy & ICT,Electricity Pole,West Kameng,Dirang,Dirang,27.458240000000004,92.25017,pakka road,4g unreliable,vodafone#bsnl#airtel,no,steel,irregular,no
2808,Energy & ICT,Electricity Pole,West Kameng,Dirang,Dirang,25.67169,93.81977,pakka road,4g unreliable,vodafone#bsnl#airtel,no,steel,irregular,no
2809,Energy & ICT,Electricity Pole,West Kameng,Dirang,Dirang,25.67169,93.81977,pakka road,4g unreliable,vodafone#bsnl#airtel,no,steel,irregular,no
2810,Energy & ICT,Electricity Pole,West Kameng,Dirang,Dirang,27.34519,92.26527,pakka road,4g unreliable,airtel#vodafone#bsnl,no,steel,irregular,no
2811,Energy & ICT,Electricity Pole,West Kameng,Dirang,Dirang,27.34112,92.26859,pakka road,4g unreliable,vodafone#bsnl#airtel,no,steel,irregular,no
2812,Energy & ICT,Electricity Pole,West Kameng,Dirang,Dirang,28.15734,93.52985,pakka road,4g unreliable,vodafone#bsnl#airtel,no,steel,irregular,yes
2817,Energy & ICT,Electricity Pole,West Kameng,Dirang,Dirang,27.3366,92.30862,pakka road,4g unreliable,vodafone#bsnl#airtel,no,steel,irregular,yes
2824,Energy & ICT,Electricity Pole,West Kameng,Dirang,Dirang,27.34356,92.27355,footway,4g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
2825,Energy & ICT,Electricity Pole,West Kameng,Dirang,Dirang,27.3437,92.27448,footway,4g unreliable,bsnl#vodafone#airtel,no,steel,yearly,yes
2826,Energy & ICT,Electricity Pole,West Kameng,Dirang,Dirang,27.33726,92.27555,footway,4g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
2827,Energy & ICT,Electricity Pole,West Kameng,Dirang,Dirang,27.3437,92.27448,footway,4g unreliable,bsnl#vodafone#airtel,no,steel,yearly,yes
2828,Energy & ICT,Electricity Pole,West Kameng,Dirang,Dirang,27.344890000000003,92.275,footway,4g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
2829,Energy & ICT,Electricity Pole,West Kameng,Dirang,Dirang,27.34351,92.27352,footway,4g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
2830,Energy & ICT,Electricity Pole,West Kameng,Dirang,Dirang,27.34286,92.27116,footway,4g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
2831,Energy & ICT,Electricity Pole,West Kameng,Dirang,Dirang,27.339890000000004,92.27566,footway,4g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
2832,Energy & ICT,Electricity Pole,West Kameng,Dirang,Dirang,27.34708,92.27648,footway,4g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
2835,Energy & ICT,Electricity Pole,West Kameng,Dirang,Dirang,27.35048,92.28459,footway,4g unreliable,vodafone#bsnl#airtel,no,steel,yearly,yes
2836,Energy & ICT,Electricity Pole,West Kameng,Dirang,Dirang,27.34086,92.27321,footway,4g unreliable,vodafone#airtel#bsnl,no,steel,yearly,no
2837,Energy & ICT,Electricity Pole,West Kameng,Dirang,Dirang,27.49093,93.44822,footway,4g unreliable,vodafone#bsnl#airtel,no,steel,yearly,no
2839,Energy & ICT,Electricity Pole,West Kameng,Dirang,Dirang,27.3424,92.27627,footway,4g unreliable,vodafone#bsnl#airtel,no,steel,yearly,no
2858,Energy & ICT,Electricity Pole,Lower Subansiri,Yachuli,Toon,27.46381,93.77703,kacha road with block point,3g reliable,vodafone#bsnl#airtel,no,steel,monthly,no
2859,Energy & ICT,Electricity Pole,Lower Subansiri,Yachuli,Toon,27.46376,93.77654,kacha road with block point,3g reliable,vodafone#bsnl#airtel,no,steel,monthly,no
2860,Energy & ICT,Electricity Pole,Lower Subansiri,Yachuli,Toon,27.46367,93.77533,kacha road with block point,3g reliable,bsnl#airtel,no,steel,monthly,no
2861,Energy & ICT,Electricity Pole,Lower Subansiri,Yachuli,Toon,27.46343,93.77457,kacha road with block point,3g reliable,vodafone#bsnl#airtel,no,steel,monthly,no
2862,Energy & ICT,Electricity Pole,Lower Subansiri,Yachuli,Toon,27.46381,93.77388,kacha road,3g reliable,vodafone#bsnl#airtel,no,steel,monthly,no
2863,Energy & ICT,Electricity Pole,Lower Subansiri,Yachuli,Toon,27.46428,93.77394,kacha road,3g reliable,vodafone#bsnl#airtel,no,steel,monthly,no
2864,Energy & ICT,Electricity Pole,Lower Subansiri,Yachuli,Toon,27.46448,93.77383,kacha road,3g reliable,vodafone#bsnl#airtel,no,steel,monthly,no
2865,Energy & ICT,Electricity Pole,Lower Subansiri,Yachuli,Toon,27.46394,93.77273,kacha road,3g reliable,vodafone#bsnl#airtel,no,steel,monthly,no
2866,Energy & ICT,Electricity Pole,Lower Subansiri,Yachuli,Toon,27.46394,93.7734,footway,3g reliable,vodafone#bsnl#airtel,no,steel,monthly,no
2867,Energy & ICT,Electricity Pole,Lower Subansiri,Yachuli,Toon,27.46378,93.7732,footway,3g reliable,vodafone#airtel#bsnl,no,steel,monthly,no
2868,Energy & ICT,Electricity Pole,Lower Subansiri,Yachuli,Toon,27.46382,93.77301,footway,3g reliable,vodafone#bsnl#airtel,no,steel,monthly,no
2869,Energy & ICT,Electricity Pole,Lower Subansiri,Yachuli,Toon,27.463790000000003,93.77269,kacha road,3g reliable,vodafone#bsnl#airtel,no,steel,monthly,no
2870,Energy & ICT,Electricity Pole,Lower Subansiri,Yachuli,Toon,27.463790000000003,93.77239,kacha road,3g reliable,vodafone#bsnl#airtel,no,steel,monthly,no
2871,Energy & ICT,Electricity Pole,Lower Subansiri,Yachuli,Toon,27.46361,93.7721,kacha road,3g reliable,vodafone#bsnl#airtel,no,steel,monthly,no
2872,Energy & ICT,Electricity Pole,Lower Subansiri,Yachuli,Toon,27.46471,93.77405,kacha road,3g reliable,vodafone#bsnl#airtel,no,steel,monthly,no
2873,Energy & ICT,Electricity Pole,Lower Subansiri,Yachuli,Toon,27.46466,93.7742,kacha road,3g reliable,vodafone#bsnl#airtel,no,steel,monthly,no
2874,Energy & ICT,Electricity Pole,Lower Subansiri,Yachuli,Toon,27.464990000000004,93.77454,kacha road,3g reliable,vodafone#bsnl#airtel,no,steel,monthly,no
2875,Energy & ICT,Electricity Pole,Lower Subansiri,Yachuli,Toon,27.465020000000006,93.77467,kacha road,3g reliable,vodafone#bsnl#airtel,no,steel,monthly,no
2876,Energy & ICT,Electricity Pole,Lower Subansiri,Yachuli,Toon,27.465290000000003,93.7747,kacha road,3g reliable,vodafone#bsnl#airtel,no,steel,monthly,no
2878,Energy & ICT,Electricity Pole,Lower Subansiri,Yachuli,Toon,27.464540000000003,93.77471,kacha road,3g reliable,airtel#bsnl#vodafone,no,steel,monthly,no
2879,Energy & ICT,Electricity Pole,Lower Subansiri,Yachuli,Toon,27.463890000000006,93.77484,kacha road,3g reliable,vodafone#bsnl#airtel,no,steel,monthly,no
2880,Energy & ICT,Electricity Pole,Lower Subansiri,Yachuli,Toon,27.46415,93.77493,kacha road,3g reliable,vodafone#airtel#bsnl,no,steel,monthly,no
2881,Energy & ICT,Electricity Pole,Lower Subansiri,Yachuli,Toon,27.46425,93.77477,kacha road,3g reliable,bsnl#vodafone#airtel,no,steel,monthly,no
2882,Energy & ICT,Electricity Pole,Lower Subansiri,Yachuli,Toon,27.46366,93.77435,kacha road,3g reliable,vodafone#bsnl#airtel,no,steel,monthly,no
2883,Energy & ICT,Electricity Pole,Lower Subansiri,Yachuli,Toon,27.46295,93.77265,kacha road,3g reliable,vodafone#bsnl#airtel,no,steel,monthly,no
2884,Energy & ICT,Electricity Pole,Lower Subansiri,Yachuli,Toon,27.46297,93.77297,kacha road,3g reliable,vodafone#airtel#bsnl,no,steel,monthly,no
2926,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.122740000000004,92.25444,pakka road,4g unreliable,bsnl#airtel,no,steel,irregular,no
2927,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.12252,92.2546,pakka road,4g unreliable,bsnl#airtel,no,steel,irregular,no
2928,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.12231,92.25423,pakka road,4g unreliable,bsnl#airtel,no,steel,irregular,no
2929,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.12222,92.25353,pakka road,4g unreliable,bsnl#airtel,no,steel,irregular,no
2930,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.12208,92.25355,pakka road,4g unreliable,airtel#bsnl,no,steel,irregular,no
2931,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.121920000000006,92.25344,pakka road,4g unreliable,bsnl#airtel,yes,steel,irregular,no
2932,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.1217,92.25331,pakka road,4g unreliable,bsnl#airtel,no,steel,irregular,no
2933,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.12145,92.25294,pakka road,4g unreliable,bsnl#airtel,no,steel,irregular,no
2934,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.12155,92.25228,pakka road,4g unreliable,bsnl#airtel,no,steel,irregular,no
2935,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.12146,92.25196,pakka road,4g unreliable,bsnl#airtel,no,steel,irregular,no
2936,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.1211,92.25182,pakka road,4g unreliable,airtel#bsnl,no,steel,irregular,no
2937,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.120520000000006,92.25144,pakka road,4g unreliable,bsnl#airtel,no,steel,irregular,no
2938,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.120240000000006,92.25127,pakka road,4g unreliable,airtel#bsnl,no,steel,irregular,no
2939,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.12007,92.25076,pakka road,4g unreliable,bsnl#airtel,no,steel,irregular,no
2940,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.11943,92.25033,pakka road,4g unreliable,bsnl#airtel,no,steel,irregular,no
2941,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.1194,92.25007,pakka road,4g unreliable,airtel#bsnl,no,steel,irregular,no
2942,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.119190000000003,92.24978,pakka road,4g unreliable,airtel#bsnl,no,steel,irregular,no
2943,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.11883,92.24948,pakka road,4g unreliable,bsnl#airtel,no,steel,irregular,no
2944,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.11856,92.24904,pakka road,4g unreliable,airtel#bsnl,no,steel,irregular,no
2945,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.11818,92.2488,pakka road,4g unreliable,airtel#bsnl,no,steel,irregular,no
2946,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.11792,92.24867,pakka road,4g unreliable,bsnl#airtel,no,steel,irregular,no
2947,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.1177,92.24856,pakka road,4g unreliable,airtel#bsnl,no,steel,irregular,no
2948,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.11747,92.24828,pakka road,4g unreliable,bsnl#airtel,no,steel,irregular,no
2949,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.11765,92.24805,pakka road,4g unreliable,airtel#bsnl,no,steel,irregular,no
2950,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.11784,92.24809,pakka road,4g unreliable,bsnl#airtel,no,steel#concrete,irregular,no
2951,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.11741,92.24761,pakka road,4g unreliable,bsnl#airtel,no,concrete#steel,irregular,no
2952,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.11777,92.24723,pakka road,4g unreliable,bsnl#airtel,no,concrete#steel,irregular,no
2953,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.11768,92.24689,pakka road,4g unreliable,bsnl#airtel,no,steel#concrete,irregular,no
2954,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.11744,92.2467,pakka road,4g unreliable,bsnl#airtel,no,steel#concrete,irregular,no
2961,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.1216,92.25663,kacha road,4g unreliable,bsnl#airtel,no,steel,others,no
2962,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.121920000000006,92.25627,kacha road,4g unreliable,airtel#bsnl,no,steel,others,no
2963,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.12175,92.25678,pakka road,4g unreliable,bsnl#airtel,no,steel,others,no
2964,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.120140000000006,92.25136,pakka road,4g unreliable,bsnl#airtel,no,steel,others,no
2965,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.11975,92.251,pakka road,4g unreliable,bsnl#airtel,no,steel,others,no
2966,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.12195,92.25625,kacha road,4g unreliable,bsnl#airtel,no,steel,others,no
2967,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.12256,92.25514,pakka road,4g unreliable,airtel#bsnl,no,steel,others,no
2968,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.12218,92.25546,kacha road,4g unreliable,bsnl#airtel,no,steel,others,no
2969,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.12269,92.25484,kacha road,4g unreliable,bsnl#airtel,no,steel,others,no
2970,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.12351,92.25504,pakka road,4g unreliable,bsnl#airtel,no,steel,others,no
2971,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.123590000000004,92.25514,pakka road,4g unreliable,bsnl#airtel,no,steel,others,no
2972,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.12191,92.25627,kacha road,4g unreliable,bsnl#airtel,no,steel,others,no
2973,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.12356,92.25513,pakka road,4g unreliable,bsnl#airtel,no,steel,others,no
2974,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.1242,92.25619,pakka road,4g unreliable,bsnl#airtel,no,steel,others,no
2975,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.12367,92.25547,pakka road,4g unreliable,bsnl#airtel,no,steel,others,no
2976,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.12407,92.25683,pakka road,4g unreliable,bsnl#airtel,no,steel,others,no
2977,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.12387,92.2555,pakka road,4g unreliable,bsnl#airtel,no,steel,others,no
2978,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.12456,92.25715,pakka road,4g unreliable,bsnl#airtel,no,steel,others,no
2979,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.123690000000003,92.25558,pakka road,4g unreliable,bsnl#airtel,no,steel,others,no
2980,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.12467,92.25755,pakka road,4g unreliable,bsnl#airtel,no,steel,others,no
2981,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.12495,92.25769,pakka road,4g unreliable,bsnl#airtel,no,steel,others,no
2982,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.1252,92.25803,pakka road,4g unreliable,bsnl#airtel,no,steel,others,no
2983,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.12564,92.25834,pakka road,4g unreliable,bsnl#airtel,no,steel,others,no
2984,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.12583,92.25866,pakka road,4g unreliable,bsnl#airtel,no,steel,others,no
2985,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.12635,92.25911,pakka road,4g unreliable,bsnl#airtel,no,steel,others,no
2986,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.12703,92.25926,pakka road,4g unreliable,bsnl#airtel,no,steel,others,no
2987,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.12766,92.25956,pakka road,4g unreliable,bsnl#airtel,no,steel,others,no
2988,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.12779,92.25961,pakka road,4g unreliable,bsnl#airtel,no,steel,others,no
2989,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.12818,92.25968,pakka road,4g unreliable,bsnl#airtel,no,steel,others,no
2990,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Jigaon,27.12682,92.25923,pakka road,4g unreliable,bsnl#airtel,no,steel,others,no
2991,Energy & ICT,Electricity Pole,West Kameng,Shergaon,Shergaon,27.12854,92.25995,pakka road,4g unreliable,bsnl#airtel,no,steel,others,no
